RefDes     X          Y          Rot.       Exact     (FREE)    Side
L2S        10490.0000 5570.0000  090        EXACT     (FREE)    Top                           
L2T        10490.0000 4570.0000  090        EXACT     (FREE)    Top                           
L2U        10490.0000 3570.0000  090        EXACT     (FREE)    Top                           
L2V        10490.0000 2570.0000  090        EXACT     (FREE)    Top                           
L2W        10490.0000 1570.0000  090        EXACT     (FREE)    Top                           
L2X        10490.0000 570.0000   090        EXACT     (FREE)    Top                           
L3         6030.0000  1570.0000  270        EXACT     (FREE)    Top                           
L3A        1150.0000  285.0000   000        EXACT     (FREE)    Bottom                        
L3B        1150.0000  1285.0000  000        EXACT     (FREE)    Bottom                        
L3C        1150.0000  2285.0000  000        EXACT     (FREE)    Bottom                        
L3D        1150.0000  3285.0000  000        EXACT     (FREE)    Bottom                        
L3E        1150.0000  4285.0000  000        EXACT     (FREE)    Bottom                        
L3F        1150.0000  5285.0000  000        EXACT     (FREE)    Bottom                        
L3G        1150.0000  6285.0000  000        EXACT     (FREE)    Bottom                        
L3H        1150.0000  7285.0000  000        EXACT     (FREE)    Bottom                        
L3I        1150.0000  8285.0000  000        EXACT     (FREE)    Bottom                        
L3J        1150.0000  9285.0000  000        EXACT     (FREE)    Bottom                        
L3K        1150.0000  10285.0000 000        EXACT     (FREE)    Bottom                        
L3L        1150.0000  11285.0000 000        EXACT     (FREE)    Bottom                        
L3M        10850.0000 11965.0000 180        EXACT     (FREE)    Bottom                        
L3N        10850.0000 10965.0000 180        EXACT     (FREE)    Bottom                        
L3O        10850.0000 9965.0000  180        EXACT     (FREE)    Bottom                        
L3P        10850.0000 8965.0000  180        EXACT     (FREE)    Bottom                        
L3Q        10850.0000 7965.0000  180        EXACT     (FREE)    Bottom                        
L3R        10850.0000 6965.0000  180        EXACT     (FREE)    Bottom                        
L3S        10850.0000 5965.0000  180        EXACT     (FREE)    Bottom                        
L3T        10850.0000 4965.0000  180        EXACT     (FREE)    Bottom                        
L3U        10850.0000 3965.0000  180        EXACT     (FREE)    Bottom                        
L3V        10850.0000 2965.0000  180        EXACT     (FREE)    Bottom                        
L3W        10850.0000 1965.0000  180        EXACT     (FREE)    Bottom                        
L3X        10850.0000 965.0000   180        EXACT     (FREE)    Bottom                        
L4         6030.0000  1380.0000  270        EXACT     (FREE)    Top                           
L4A        1605.9798  365.9872   270        EXACT     (FREE)    Bottom                        
L4B        1605.9798  1365.9872  270        EXACT     (FREE)    Bottom                        
L4C        1605.9798  2365.9872  270        EXACT     (FREE)    Bottom                        
L4D        1605.9798  3365.9872  270        EXACT     (FREE)    Bottom                        
L4E        1605.9798  4365.9872  270        EXACT     (FREE)    Bottom                        
L4F        1605.9798  5365.9872  270        EXACT     (FREE)    Bottom                        
L4G        1605.9798  6365.9872  270        EXACT     (FREE)    Bottom                        
L4H        1605.9798  7365.9872  270        EXACT     (FREE)    Bottom                        
L4I        1605.9798  8365.9872  270        EXACT     (FREE)    Bottom                        
L4J        1605.9798  9365.9872  270        EXACT     (FREE)    Bottom                        
L4K        1605.9798  10365.9872 270        EXACT     (FREE)    Bottom                        
L4L        1605.9798  11365.9872 270        EXACT     (FREE)    Bottom                        
L4M        10394.0202 11884.0128 090        EXACT     (FREE)    Bottom                        
L4N        10394.0202 10884.0128 090        EXACT     (FREE)    Bottom                        
L4O        10394.0202 9884.0128  090        EXACT     (FREE)    Bottom                        
L4P        10394.0202 8884.0128  090        EXACT     (FREE)    Bottom                        
L4Q        10394.0202 7884.0128  090        EXACT     (FREE)    Bottom                        
L4R        10394.0202 6884.0128  090        EXACT     (FREE)    Bottom                        
L4S        10394.0202 5884.0128  090        EXACT     (FREE)    Bottom                        
L4T        10394.0202 4884.0128  090        EXACT     (FREE)    Bottom                        
L4U        10394.0202 3884.0128  090        EXACT     (FREE)    Bottom                        
L4V        10394.0202 2884.0128  090        EXACT     (FREE)    Bottom                        
L4W        10394.0202 1884.0128  090        EXACT     (FREE)    Bottom                        
L4X        10394.0202 884.0128   090        EXACT     (FREE)    Bottom                        
L5         6240.0000  2230.0000  270        EXACT     (FREE)    Bottom                        
L5A        1640.9798  260.9872   180        EXACT     (FREE)    Bottom                        
L5B        1640.9798  1260.9872  180        EXACT     (FREE)    Bottom                        
L5C        1640.9798  2260.9872  180        EXACT     (FREE)    Bottom                        
L5D        1640.9798  3260.9872  180        EXACT     (FREE)    Bottom                        
L5E        1640.9798  4260.9872  180        EXACT     (FREE)    Bottom                        
L5F        1640.9798  5260.9872  180        EXACT     (FREE)    Bottom                        
L5G        1640.9798  6260.9872  180        EXACT     (FREE)    Bottom                        
L5H        1640.9798  7260.9872  180        EXACT     (FREE)    Bottom                        
L5I        1640.9798  8260.9872  180        EXACT     (FREE)    Bottom                        
L5J        1640.9798  9260.9872  180        EXACT     (FREE)    Bottom                        
